ID,Smith Waterman (Simmetrics) - #clusters,Smith Waterman (Simmetrics) - average cluster size,Smith Waterman (Simmetrics) - % correct clusters,Smith Waterman (Simmetrics) - % features in a correct cluster,Levenshtein (Simmetrics) - #clusters,Levenshtein (Simmetrics) - average cluster size,Levenshtein (Simmetrics) - % correct clusters,Levenshtein (Simmetrics) - % features in a correct cluster,Wu & Palmer (WordNet) - #clusters,Wu & Palmer (WordNet) - average cluster size,Wu & Palmer (WordNet) - % correct clusters,Wu & Palmer (WordNet) - % features in a correct cluster,Path Length (WordNet) - #clusters,Path Length (WordNet) - average cluster size,Path Length (WordNet) - % correct clusters,Path Length (WordNet) - % features in a correct cluster,Wikipedia Miner metric (db_wikipedia) - #clusters,Wikipedia Miner metric (db_wikipedia) - average cluster size,Wikipedia Miner metric (db_wikipedia) - % correct clusters,Wikipedia Miner metric (db_wikipedia) - % features in a correct cluster,Wikipedia Miner metric (db_wiktionary) - #clusters,Wikipedia Miner metric (db_wiktionary) - average cluster size,Wikipedia Miner metric (db_wiktionary) - % correct clusters,Wikipedia Miner metric (db_wiktionary) - % features in a correct cluster,Transitive reduction metric - #clusters,Transitive reduction metric - average cluster size,Transitive reduction metric - % correct clusters,Transitive reduction metric - % features in a correct cluster
model_20120110_1256867454,2,2.0,0.5,0.2,2,2.0,0.5,0.2,1,2.0,1.0,0.2,0,0,N/A,0,2,2.0,0.5,0.2,0,0,N/A,0,2,2.5,0.0,0.0
REAL-FM-15,8,2.5,0.5,0.36,7,2.2857142857142856,0.5714285714285714,0.36,3,2.0,1.0,0.24,3,2.3333333333333335,0.3333333333333333,0.08,7,2.142857142857143,0.5714285714285714,0.32,5,2.4,0.6,0.24,3,2.3333333333333335,0.3333333333333333,0.08
model_20090801_1908323193,4,3.0,1.0,0.9230769230769231,4,2.5,0.5,0.46153846153846156,2,2.0,0.0,0.0,4,2.5,0.5,0.46153846153846156,4,2.5,0.5,0.46153846153846156,4,2.5,0.5,0.3076923076923077,2,3.0,1.0,0.46153846153846156
model_20100822_281357717,4,3.5,0.75,0.4,3,4.333333333333333,0.6666666666666666,0.3333333333333333,3,2.3333333333333335,1.0,0.4666666666666667,5,2.4,1.0,0.8,5,2.4,1.0,0.8,3,4.0,0.6666666666666666,0.26666666666666666,3,2.3333333333333335,0.6666666666666666,0.26666666666666666
model_20100805_1484639410,7,2.5714285714285716,0.2857142857142857,0.16129032258064516,7,2.4285714285714284,0.7142857142857143,0.3870967741935484,9,2.111111111111111,0.4444444444444444,0.25806451612903225,6,2.5,0.5,0.2903225806451613,7,2.5714285714285716,0.7142857142857143,0.3548387096774194,9,2.2222222222222223,0.5555555555555556,0.3548387096774194,3,2.6666666666666665,0.3333333333333333,0.0967741935483871
REAL-FM-9,4,2.75,0.5,0.2857142857142857,3,2.3333333333333335,0.0,0.0,1,2.0,0.0,0.0,0,0,N/A,0,2,2.0,0.0,0.0,0,0,N/A,0,1,3.0,1.0,0.21428571428571427
model_20110428_553405269,10,3.6,0.6,0.4864864864864865,7,5.142857142857143,0.2857142857142857,0.1891891891891892,5,4.2,0.4,0.13513513513513514,8,3.625,0.5,0.24324324324324326,12,2.4166666666666665,0.6666666666666666,0.43243243243243246,11,2.6363636363636362,0.5454545454545454,0.35135135135135137,4,2.25,0.0,0.0
model_20110203_2097159983,4,2.75,0.5,0.3888888888888889,4,3.25,0.0,0.0,1,2.0,1.0,0.1111111111111111,2,3.0,0.5,0.2222222222222222,4,2.5,0.75,0.4444444444444444,3,2.6666666666666665,0.6666666666666666,0.3333333333333333,1,3.0,1.0,0.16666666666666666
model_20101111_1790887308,2,2.0,0.5,0.2,2,2.5,0.0,0.0,1,2.0,1.0,0.2,0,0,N/A,0,2,2.0,0.5,0.2,0,0,N/A,0,1,3.0,0.0,0.0
model_20120110_139114401,2,2.0,0.5,0.2,2,2.0,0.5,0.2,1,2.0,1.0,0.2,0,0,N/A,0,2,2.0,0.5,0.2,0,0,N/A,0,1,3.0,1.0,0.3
model_20110306_314567479,5,2.4,1.0,0.8571428571428571,4,2.5,1.0,0.7142857142857143,0,0,N/A,0,3,2.3333333333333335,0.6666666666666666,0.35714285714285715,3,2.6666666666666665,1.0,0.5714285714285714,3,2.3333333333333335,1.0,0.5,1,3.0,1.0,0.21428571428571427
model_20110428_1131293346,4,2.25,0.75,0.46153846153846156,2,5.0,0.5,0.15384615384615385,0,0,N/A,0,3,2.0,1.0,0.46153846153846156,3,3.3333333333333335,0.3333333333333333,0.15384615384615385,3,2.3333333333333335,0.6666666666666666,0.3076923076923077,1,3.0,0.0,0.0
model_20100712_329430908,3,4.333333333333333,0.3333333333333333,0.2,5,3.2,0.6,0.55,4,3.0,0.75,0.4,4,2.75,0.75,0.4,5,2.6,1.0,0.65,3,3.6666666666666665,0.6666666666666666,0.4,1,3.0,0.0,0.0
model_20120806_904481092,4,3.5,0.5,0.4117647058823529,5,2.8,0.6,0.5294117647058824,3,3.3333333333333335,0.3333333333333333,0.17647058823529413,4,3.5,0.5,0.4117647058823529,4,3.5,0.5,0.4117647058823529,2,3.5,0.0,0.0,2,2.5,1.0,0.29411764705882354
model_20120328_1309817018,2,6.0,0.5,0.6428571428571429,2,5.5,1.0,0.7857142857142857,3,3.0,1.0,0.6428571428571429,1,8.0,1.0,0.5714285714285714,2,5.5,0.5,0.14285714285714285,1,2.0,1.0,0.14285714285714285,1,3.0,0.0,0.0
model_20091206_1647557456,1,3.0,0.0,0.0,1,3.0,0.0,0.0,2,2.5,0.0,0.0,1,2.0,1.0,0.2,3,2.3333333333333335,0.3333333333333333,0.2,0,0,N/A,0,2,2.5,0.5,0.2
model_20100824_837146809,5,2.6,0.4,0.22727272727272727,5,2.4,0.4,0.18181818181818182,4,2.5,0.75,0.2727272727272727,1,4.0,0.0,0.0,3,2.3333333333333335,0.3333333333333333,0.09090909090909091,2,2.5,0.5,0.09090909090909091,3,3.0,0.6666666666666666,0.2727272727272727
model_20100213_206550190,8,3.125,0.125,0.05263157894736842,12,2.25,0.4166666666666667,0.2894736842105263,7,2.142857142857143,0.7142857142857143,0.2631578947368421,3,2.3333333333333335,0.6666666666666666,0.13157894736842105,3,2.6666666666666665,0.3333333333333333,0.07894736842105263,1,3.0,1.0,0.07894736842105263,6,2.3333333333333335,0.16666666666666666,0.05263157894736842
REAL-FM-13,3,2.6666666666666665,0.0,0.0,2,3.0,0.0,0.0,2,2.5,0.5,0.25,1,2.0,1.0,0.16666666666666666,0,0,N/A,0,1,2.0,1.0,0.16666666666666666,2,3.0,0.5,0.25
REAL-FM-12,2,3.5,0.0,0.0,4,2.0,1.0,0.5714285714285714,2,2.0,1.0,0.2857142857142857,1,2.0,1.0,0.14285714285714285,3,3.6666666666666665,0.6666666666666666,0.35714285714285715,3,2.0,0.6666666666666666,0.2857142857142857,3,2.6666666666666665,0.6666666666666666,0.35714285714285715
fame_dbms_fm,6,2.3333333333333335,0.3333333333333333,0.19047619047619047,5,2.0,0.8,0.38095238095238093,2,2.0,0.5,0.09523809523809523,2,2.5,0.5,0.09523809523809523,3,2.3333333333333335,0.0,0.0,3,2.0,0.6666666666666666,0.19047619047619047,2,3.0,0.5,0.14285714285714285
aircraft_fm,2,2.0,0.5,0.15384615384615385,3,2.0,0.6666666666666666,0.3076923076923077,5,2.0,0.6,0.46153846153846156,1,2.0,1.0,0.15384615384615385,3,2.6666666666666665,0.6666666666666666,0.46153846153846156,5,2.4,0.8,0.6923076923076923,1,3.0,1.0,0.23076923076923078
model_20120109_1808102333,5,2.8,0.6,0.5,6,2.5,0.8333333333333334,0.6666666666666666,2,3.5,0.5,0.16666666666666666,4,3.0,0.75,0.4444444444444444,3,3.0,0.6666666666666666,0.2777777777777778,3,2.6666666666666665,0.3333333333333333,0.16666666666666666,1,3.0,0.0,0.0
model_20101111_156018899,2,2.0,0.0,0.0,3,2.0,0.3333333333333333,0.16666666666666666,3,2.0,0.6666666666666666,0.3333333333333333,0,0,N/A,0,1,3.0,1.0,0.25,2,2.0,1.0,0.3333333333333333,2,2.5,0.5,0.16666666666666666
model_20101119_1472596180,6,2.6666666666666665,0.16666666666666666,0.08,6,2.6666666666666665,0.16666666666666666,0.08,6,2.0,0.5,0.24,1,2.0,1.0,0.08,2,5.5,0.0,0.0,4,2.0,0.5,0.16,3,2.6666666666666665,0.3333333333333333,0.12
REAL-FM-14,3,3.3333333333333335,0.3333333333333333,0.1111111111111111,3,2.6666666666666665,1.0,0.4444444444444444,1,3.0,0.0,0.0,1,3.0,1.0,0.16666666666666666,2,4.5,0.5,0.16666666666666666,2,3.0,1.0,0.3333333333333333,3,2.6666666666666665,0.3333333333333333,0.1111111111111111
model_20110406_1047532859,7,2.4285714285714284,0.42857142857142855,0.2413793103448276,6,2.1666666666666665,0.5,0.20689655172413793,1,2.0,1.0,0.06896551724137931,2,2.0,1.0,0.13793103448275862,4,3.25,0.25,0.06896551724137931,3,2.6666666666666665,1.0,0.27586206896551724,5,2.4,0.8,0.3448275862068966
model_20110124_2116036381,5,2.6,0.8,0.6111111111111112,5,2.4,0.8,0.5555555555555556,1,3.0,1.0,0.16666666666666666,3,2.3333333333333335,1.0,0.3888888888888889,4,3.0,0.75,0.5,5,2.4,1.0,0.6666666666666666,4,2.5,0.5,0.2222222222222222
model_20110318_225131257,3,2.3333333333333335,0.6666666666666666,0.3333333333333333,5,2.2,0.8,0.6,2,4.0,0.5,0.26666666666666666,2,2.5,1.0,0.3333333333333333,3,3.0,0.6666666666666666,0.3333333333333333,0,0,N/A,0,2,2.5,0.0,0.0
model_20110328_1177934440,5,3.0,0.4,0.2222222222222222,2,5.0,0.0,0.0,4,2.75,0.5,0.2777777777777778,2,4.0,0.0,0.0,3,3.6666666666666665,0.3333333333333333,0.1111111111111111,3,2.3333333333333335,0.3333333333333333,0.1111111111111111,1,3.0,0.0,0.0
model_20110203_1382675896,2,2.5,0.5,0.21428571428571427,4,2.25,0.25,0.21428571428571427,0,0,N/A,0,0,0,N/A,0,2,2.0,1.0,0.2857142857142857,1,2.0,1.0,0.14285714285714285,1,3.0,1.0,0.21428571428571427
model_20091210_241985787,5,2.0,1.0,0.625,4,2.0,1.0,0.5,4,2.25,0.5,0.25,2,2.0,1.0,0.25,4,2.0,0.75,0.375,3,2.0,0.6666666666666666,0.25,4,2.25,0.75,0.375
model_20111025_1408959776,2,2.5,0.5,0.15384615384615385,1,2.0,1.0,0.15384615384615385,2,2.0,1.0,0.3076923076923077,2,2.0,1.0,0.3076923076923077,2,3.5,1.0,0.5384615384615384,3,2.0,0.6666666666666666,0.3076923076923077,1,3.0,0.0,0.0
model_20120531_2078087379,5,2.8,0.8,0.6470588235294118,5,3.0,0.4,0.29411764705882354,2,2.5,0.5,0.11764705882352941,1,2.0,1.0,0.11764705882352941,2,2.5,1.0,0.29411764705882354,1,3.0,0.0,0.0,2,2.5,0.0,0.0
model_20110605_1465859222,5,2.6,0.4,0.23529411764705882,4,2.5,0.5,0.23529411764705882,5,2.6,0.0,0.0,4,2.5,0.25,0.11764705882352941,4,2.75,0.5,0.29411764705882354,3,3.6666666666666665,0.3333333333333333,0.11764705882352941,1,3.0,0.0,0.0
model_20120731_787433291,4,3.5,0.5,0.4117647058823529,5,2.8,0.6,0.5294117647058824,3,3.3333333333333335,0.3333333333333333,0.17647058823529413,4,3.5,0.5,0.4117647058823529,4,3.5,0.5,0.4117647058823529,2,3.5,0.0,0.0,3,2.3333333333333335,1.0,0.4117647058823529
REAL-FM-6,2,2.5,1.0,0.45454545454545453,2,3.0,0.5,0.2727272727272727,1,2.0,1.0,0.18181818181818182,2,2.0,1.0,0.36363636363636365,3,3.0,0.6666666666666666,0.45454545454545453,3,2.0,1.0,0.5454545454545454,4,2.25,0.5,0.45454545454545453
model_20100412_337845737,1,5.0,1.0,0.5,1,5.0,1.0,0.5,2,3.5,1.0,0.7,1,5.0,1.0,0.5,1,5.0,1.0,0.5,0,0,N/A,0,1,3.0,0.0,0.0
model_20120110_1094246588,2,2.0,0.5,0.2,2,2.0,0.0,0.0,1,2.0,1.0,0.2,0,0,N/A,0,2,2.0,0.5,0.2,0,0,N/A,0,2,3.0,0.5,0.3
model_20120627_1512389149,4,2.0,1.0,0.7272727272727273,3,2.3333333333333335,1.0,0.6363636363636364,2,2.0,1.0,0.36363636363636365,1,2.0,1.0,0.18181818181818182,2,2.0,1.0,0.36363636363636365,3,2.0,1.0,0.5454545454545454,3,2.6666666666666665,0.6666666666666666,0.5454545454545454
model_20111027_668940289,6,3.8333333333333335,0.5,0.2413793103448276,5,4.0,0.4,0.13793103448275862,5,2.8,0.8,0.3448275862068966,7,2.857142857142857,0.7142857142857143,0.5172413793103449,6,3.3333333333333335,0.5,0.2413793103448276,5,3.2,0.6,0.3103448275862069,4,2.5,0.25,0.06896551724137931
model_20101104_260803083,1,4.0,0.0,0.0,3,2.3333333333333335,1.0,0.6363636363636364,2,2.0,0.5,0.18181818181818182,2,2.0,1.0,0.36363636363636365,2,2.0,0.5,0.18181818181818182,2,2.0,1.0,0.36363636363636365,2,3.0,0.5,0.2727272727272727
stack_fm,5,2.2,0.2,0.11764705882352941,3,2.3333333333333335,0.3333333333333333,0.11764705882352941,3,2.0,0.3333333333333333,0.11764705882352941,1,2.0,0.0,0.0,3,2.0,0.0,0.0,4,2.0,0.25,0.11764705882352941,2,2.5,0.5,0.11764705882352941
REAL-FM-7,3,3.0,0.0,0.0,3,2.6666666666666665,0.6666666666666666,0.35714285714285715,1,3.0,1.0,0.21428571428571427,1,2.0,1.0,0.14285714285714285,3,2.3333333333333335,0.3333333333333333,0.14285714285714285,2,2.0,0.5,0.14285714285714285,3,3.0,0.0,0.0
model_20120110_1719396361,2,2.0,0.5,0.2,2,2.0,0.0,0.0,1,2.0,1.0,0.2,0,0,N/A,0,2,2.0,0.5,0.2,0,0,N/A,0,2,3.0,0.5,0.3
model_20091015_449909368,1,3.0,1.0,0.3,2,2.0,0.5,0.2,1,2.0,0.0,0.0,1,2.0,1.0,0.2,2,2.0,0.5,0.2,1,2.0,1.0,0.2,1,4.0,0.0,0.0
REAL-FM-5,5,2.4,0.6,0.4117647058823529,5,2.8,0.8,0.47058823529411764,0,0,N/A,0,0,0,N/A,0,2,3.0,0.5,0.17647058823529413,3,2.0,1.0,0.35294117647058826,3,2.6666666666666665,0.3333333333333333,0.11764705882352941
model_20100624_2076952989,4,2.25,0.75,0.35294117647058826,3,2.6666666666666665,0.6666666666666666,0.35294117647058826,0,0,N/A,0,0,0,N/A,0,2,2.0,0.5,0.11764705882352941,2,2.0,1.0,0.23529411764705882,4,2.5,0.5,0.23529411764705882
model_20110207_906076676,2,4.5,0.5,0.3333333333333333,3,2.6666666666666665,1.0,0.6666666666666666,2,2.5,1.0,0.4166666666666667,0,0,N/A,0,3,3.0,1.0,0.75,3,2.6666666666666665,1.0,0.6666666666666666,1,3.0,0.0,0.0
REAL-FM-20,9,4.555555555555555,0.3333333333333333,0.1590909090909091,13,3.230769230769231,0.46153846153846156,0.36363636363636365,5,3.8,0.4,0.13636363636363635,6,4.833333333333333,0.5,0.20454545454545456,8,4.25,0.5,0.25,9,3.6666666666666665,0.4444444444444444,0.2727272727272727,4,2.75,0.25,0.045454545454545456
model_20111020_455520177,2,5.0,0.5,0.36363636363636365,2,5.0,0.5,0.36363636363636365,1,6.0,0.0,0.0,3,3.3333333333333335,0.6666666666666666,0.36363636363636365,2,5.0,0.5,0.36363636363636365,2,3.5,0.5,0.18181818181818182,1,3.0,0.0,0.0
model_20110214_751339643,15,3.2,0.4,0.39285714285714285,10,3.8,0.5,0.25,8,4.375,0.25,0.08928571428571429,9,3.6666666666666665,0.7777777777777778,0.48214285714285715,11,3.090909090909091,0.7272727272727273,0.4642857142857143,11,3.272727272727273,0.5454545454545454,0.4107142857142857,4,2.75,0.0,0.0
model_20091210_993249741,8,2.25,0.75,0.4482758620689655,9,2.0,0.7777777777777778,0.4827586206896552,4,2.0,1.0,0.27586206896551724,2,3.0,1.0,0.20689655172413793,5,2.0,1.0,0.3448275862068966,5,2.6,1.0,0.4482758620689655,3,2.6666666666666665,0.3333333333333333,0.06896551724137931
model_20101110_1749898936,5,2.2,0.4,0.21052631578947367,5,2.6,0.4,0.21052631578947367,5,2.4,0.2,0.10526315789473684,5,2.4,0.0,0.0,5,2.4,0.2,0.15789473684210525,4,2.0,0.25,0.10526315789473684,3,3.0,0.0,0.0
model_20091129_1734444143,2,4.5,0.5,0.16666666666666666,2,3.5,0.5,0.3333333333333333,1,3.0,1.0,0.25,1,5.0,0.0,0.0,2,3.5,0.5,0.16666666666666666,1,5.0,0.0,0.0,1,3.0,0.0,0.0
REAL-FM-2,7,2.2857142857142856,0.2857142857142857,0.17391304347826086,5,2.4,0.4,0.17391304347826086,7,2.2857142857142856,0.5714285714285714,0.34782608695652173,3,2.0,0.6666666666666666,0.17391304347826086,4,3.5,0.5,0.21739130434782608,7,2.142857142857143,0.7142857142857143,0.4782608695652174,1,3.0,0.0,0.0
model_20120728_275737618,4,2.5,0.75,0.42857142857142855,3,2.3333333333333335,0.6666666666666666,0.35714285714285715,2,4.0,1.0,0.5714285714285714,2,2.0,1.0,0.2857142857142857,2,3.0,1.0,0.42857142857142855,2,3.5,1.0,0.5,1,3.0,0.0,0.0
model_20120124_94644767,3,2.3333333333333335,0.6666666666666666,0.3333333333333333,2,2.5,0.5,0.16666666666666666,0,0,N/A,0,1,2.0,1.0,0.16666666666666666,1,2.0,1.0,0.16666666666666666,1,2.0,1.0,0.16666666666666666,1,3.0,0.0,0.0
model_20110525_928187171,3,3.3333333333333335,0.6666666666666666,0.2857142857142857,4,2.75,0.75,0.42857142857142855,4,2.25,0.25,0.14285714285714285,3,3.0,0.0,0.0,5,2.0,0.2,0.14285714285714285,2,5.0,0.0,0.0,1,3.0,0.0,0.0
model_20120202_114979109,6,3.0,0.6666666666666666,0.5,6,2.6666666666666665,0.8333333333333334,0.6363636363636364,3,2.0,0.6666666666666666,0.18181818181818182,5,2.2,0.8,0.4090909090909091,4,2.25,0.75,0.3181818181818182,2,2.0,1.0,0.18181818181818182,1,3.0,0.0,0.0
model_20120328_810464459,3,3.6666666666666665,0.6666666666666666,0.23529411764705882,4,3.5,0.75,0.47058823529411764,3,2.0,1.0,0.35294117647058826,4,2.75,1.0,0.6470588235294118,4,3.25,1.0,0.7647058823529411,3,4.0,0.6666666666666666,0.4117647058823529,1,3.0,0.0,0.0
model_20120328_1373483522,3,2.6666666666666665,0.6666666666666666,0.38461538461538464,3,3.3333333333333335,0.3333333333333333,0.15384615384615385,3,2.6666666666666665,0.6666666666666666,0.38461538461538464,4,2.25,1.0,0.6923076923076923,4,2.25,1.0,0.6923076923076923,3,2.3333333333333335,1.0,0.5384615384615384,3,2.6666666666666665,0.6666666666666666,0.38461538461538464
REAL-FM-19,7,4.0,0.2857142857142857,0.2,8,3.25,0.625,0.5333333333333333,6,2.6666666666666665,0.8333333333333334,0.4666666666666667,7,3.4285714285714284,0.7142857142857143,0.6,7,3.2857142857142856,0.7142857142857143,0.5666666666666667,7,3.2857142857142856,0.8571428571428571,0.7,4,2.75,0.75,0.26666666666666666
model_20110601_1103941862,3,2.6666666666666665,0.0,0.0,2,3.5,0.0,0.0,1,3.0,0.0,0.0,1,3.0,1.0,0.25,2,3.0,0.5,0.16666666666666666,1,4.0,0.0,0.0,2,3.0,0.5,0.25
model_20120110_1754443954,2,2.0,0.5,0.2,2,2.0,0.0,0.0,1,2.0,1.0,0.2,0,0,N/A,0,1,2.0,0.0,0.0,0,0,N/A,0,1,3.0,0.0,0.0
model_20110622_260389190,3,2.0,1.0,0.5,5,2.0,0.8,0.6666666666666666,5,2.2,0.6,0.5,3,2.0,0.6666666666666666,0.3333333333333333,1,3.0,0.0,0.0,2,3.0,0.5,0.16666666666666666,1,3.0,0.0,0.0
model_20100719_944437142,10,2.2,0.4,0.3103448275862069,7,2.2857142857142856,0.42857142857142855,0.2413793103448276,6,3.1666666666666665,0.5,0.3448275862068966,4,2.25,1.0,0.3103448275862069,6,2.8333333333333335,0.8333333333333334,0.4482758620689655,4,3.5,0.75,0.41379310344827586,3,2.6666666666666665,0.0,0.0
model_20100625_251719781,4,2.25,0.25,0.125,3,2.0,0.0,0.0,3,2.0,0.6666666666666666,0.25,2,2.0,0.5,0.125,4,2.75,0.75,0.375,4,2.0,0.75,0.375,5,2.4,1.0,0.75
model_20120110_855603964,2,2.0,0.5,0.2,2,2.0,0.0,0.0,1,2.0,1.0,0.2,0,0,N/A,0,2,2.0,0.5,0.2,0,0,N/A,0,2,3.0,0.5,0.3
connector_fm,5,2.2,0.8,0.45,5,2.6,0.6,0.35,4,2.0,0.5,0.2,2,2.0,1.0,0.2,3,2.6666666666666665,0.0,0.0,4,2.0,0.75,0.3,5,2.4,0.8,0.45
model_20110519_1142211980,3,2.6666666666666665,1.0,0.8,2,4.5,0.5,0.4,2,3.0,0.5,0.2,3,2.0,1.0,0.6,3,2.3333333333333335,0.6666666666666666,0.4,3,2.0,1.0,0.6,1,3.0,0.0,0.0
model_20091109_376438407,4,2.0,0.75,0.2727272727272727,5,2.2,0.2,0.09090909090909091,1,2.0,1.0,0.09090909090909091,3,2.0,0.3333333333333333,0.09090909090909091,2,2.5,0.0,0.0,2,2.0,1.0,0.18181818181818182,2,2.5,0.5,0.09090909090909091
movies_app_fm,2,2.0,0.0,0.0,2,2.5,0.5,0.15384615384615385,1,2.0,1.0,0.15384615384615385,0,0,N/A,0,1,3.0,0.0,0.0,1,3.0,0.0,0.0,3,2.3333333333333335,0.6666666666666666,0.3076923076923077
model_20100216_713947806,1,2.0,1.0,0.16666666666666666,1,2.0,1.0,0.16666666666666666,1,2.0,0.0,0.0,1,2.0,0.0,0.0,1,2.0,1.0,0.16666666666666666,0,0,N/A,0,1,3.0,1.0,0.25
cfdp_library_fm,4,3.0,1.0,0.9230769230769231,4,2.5,0.5,0.46153846153846156,2,2.0,0.0,0.0,4,2.5,0.5,0.46153846153846156,4,2.5,0.5,0.46153846153846156,4,2.5,0.5,0.3076923076923077,2,3.0,0.0,0.0
model_20120528_1294065815,4,2.25,0.75,0.5384615384615384,3,2.6666666666666665,0.6666666666666666,0.38461538461538464,0,0,N/A,0,2,2.0,1.0,0.3076923076923077,3,2.0,1.0,0.46153846153846156,3,2.0,1.0,0.46153846153846156,1,3.0,0.0,0.0
model_20120113_1950870026,0,0,N/A,0,1,2.0,1.0,0.2,1,2.0,0.0,0.0,0,0,N/A,0,1,2.0,1.0,0.2,1,2.0,1.0,0.2,2,3.0,0.0,0.0
REAL-FM-8,5,2.2,0.2,0.11764705882352941,3,2.3333333333333335,0.0,0.0,2,3.0,0.0,0.0,2,2.5,0.5,0.11764705882352941,2,3.0,0.0,0.0,2,3.0,0.0,0.0,1,3.0,0.0,0.0
model_20101120_2091447559,6,3.0,0.6666666666666666,0.45,6,2.6666666666666665,0.6666666666666666,0.45,2,3.0,0.5,0.1,4,2.75,0.5,0.25,4,2.5,0.5,0.2,4,2.75,0.75,0.35,1,3.0,0.0,0.0
